page_id,vertical,week,impressions,clicks,ctr,avg_position,word_count,has_schema_markup,num_internal_links,num_external_links,days_since_last_update,mobile_friendly_score,page_speed_score,title_length,meta_description_length,h1_count,image_count,alt_text_coverage,readability_score
page_00862,landing,5,16,3,0.1875,8.862150217466047,1155,0,5,2,8,73.2,59.7,50,175,1,2,0.57,68.6
page_00863,guide,5,10,0,0.0,24.975885830912695,1185,1,10,4,565,67.4,17.9,53,102,1,2,0.77,63.0
page_00864,blog,5,5,0,0.0,19.56831637416704,1093,0,15,5,617,65.9,64.5,61,133,0,7,0.857,53.4
page_00865,news,5,25,0,0.0,30.673431172132226,479,0,7,2,832,34.6,55.6,53,144,2,1,0.132,58.9
page_00866,landing,5,27,5,0.18518518518518517,2.4346229448632033,942,1,7,1,161,66.1,66.6,38,167,1,7,0.418,72.3
page_00867,landing,5,30,2,0.06666666666666667,13.899474084717792,1657,1,9,3,243,75.6,70.0,72,76,1,4,0.677,50.5
page_00868,blog,5,6,1,0.16666666666666666,10.436991551824617,516,0,6,2,913,69.1,98.3,50,58,2,3,0.332,72.9
page_00869,blog,5,5,1,0.2,17.196126139701416,1105,1,8,5,736,83.4,74.9,84,136,1,2,0.746,37.9
page_00870,guide,5,15,1,0.06666666666666667,13.223254358060881,790,1,5,2,96,97.5,75.3,60,46,0,2,0.965,62.5
page_00871,blog,5,15,3,0.2,12.415676617496331,1256,0,11,3,246,85.2,77.9,74,141,1,6,0.723,60.4
page_00872,news,5,20,1,0.05,28.547143499501587,1006,1,6,4,378,92.4,83.9,65,156,1,3,0.449,75.0
page_00873,product,5,16,1,0.0625,9.646478793431111,1939,0,9,2,2,93.5,77.3,74,178,2,10,0.606,46.2
page_00874,guide,5,12,2,0.16666666666666666,14.317404602896504,1453,1,10,1,567,63.7,74.5,64,113,1,8,0.815,47.9
page_00875,landing,5,6,1,0.16666666666666666,11.487757305354615,544,0,10,3,627,84.1,81.4,59,141,2,5,0.672,39.1
page_00876,product,5,8,1,0.125,8.410200089388823,1536,1,10,2,29,91.9,31.2,71,158,2,4,0.879,51.5
page_00877,blog,5,8,0,0.0,20.6777499078087,813,0,8,2,235,71.9,100.0,91,94,0,2,0.768,63.8
page_00878,guide,5,14,0,0.0,21.73169896351005,912,0,6,4,425,66.9,95.4,52,167,0,7,0.713,33.0
page_00879,guide,5,6,0,0.0,19.417171862946496,1357,1,8,4,869,85.4,73.5,67,145,1,4,0.898,53.4
page_00880,product,5,5,0,0.0,17.926825204281972,954,0,9,4,688,57.3,47.4,56,114,1,4,0.888,69.2
page_00881,guide,5,7,0,0.0,16.395848650127725,1646,1,5,1,882,62.8,89.4,63,140,2,4,0.822,58.5
page_00882,news,5,9,0,0.0,21.976637461887087,813,1,12,3,28,68.7,58.9,57,130,1,4,0.96,61.1
page_00883,product,5,20,1,0.05,13.960803049989359,891,1,2,3,10,84.3,78.5,26,162,2,5,0.561,37.4
page_00884,blog,5,13,0,0.0,17.234977901869975,872,0,12,3,96,81.1,49.5,53,122,1,5,0.726,58.5
page_00885,product,5,14,5,0.35714285714285715,3.2018086902107834,917,1,3,3,218,92.5,100.0,70,143,0,9,0.592,60.4
page_00886,product,5,9,0,0.0,17.799856468710583,1750,0,7,5,511,65.1,46.9,45,113,0,3,0.77,57.5
page_00887,blog,5,10,0,0.0,12.550571176198183,1514,0,6,5,23,64.3,71.1,69,102,1,7,0.892,62.3
page_00888,blog,5,6,0,0.0,14.053334732919584,2055,1,10,2,328,85.3,36.0,59,141,0,6,0.776,55.4
page_00889,guide,5,5,0,0.0,13.784300547909842,2334,1,6,3,862,66.8,69.3,53,104,1,14,0.866,53.2
page_00890,product,5,5,0,0.0,11.473668219607237,685,0,6,1,82,69.6,63.2,69,163,1,3,0.476,44.4
page_00891,news,5,5,2,0.4,16.17586265385701,1235,0,8,2,22,52.0,88.2,66,156,1,4,0.843,74.6
page_00892,blog,5,6,0,0.0,21.938477064180276,612,1,11,2,393,82.1,63.2,62,108,1,4,0.859,41.6
page_00893,blog,5,15,0,0.0,13.621162890114626,811,1,11,2,718,99.6,88.2,70,142,1,7,0.346,62.4
page_00894,guide,5,9,0,0.0,22.815987731195236,885,0,11,0,7,63.6,53.6,59,108,0,7,0.906,87.2
page_00895,landing,5,17,0,0.0,11.751642166222325,671,1,11,1,301,92.3,65.5,33,79,1,7,0.659,76.5
page_00896,blog,5,5,1,0.2,27.14550781977819,674,0,9,0,304,77.2,65.8,51,114,2,3,0.527,67.6
page_00897,blog,5,14,0,0.0,18.913278053242653,1128,0,8,1,36,53.3,77.9,31,133,1,11,0.829,63.7
page_00898,blog,5,5,0,0.0,23.583900233153013,592,1,3,2,38,65.5,75.9,65,153,1,8,0.676,58.1
page_00899,product,5,9,2,0.2222222222222222,13.402291975895332,1621,1,8,7,202,64.6,81.6,69,140,1,3,0.726,46.5
page_00000,guide,6,10,0,0.0,22.727497244425937,908,0,7,4,829,81.0,64.9,60,168,0,11,0.712,47.0
page_00001,product,6,15,2,0.13333333333333333,7.285730995828043,1177,1,11,5,7,66.9,76.7,65,152,0,7,0.865,48.2
page_00002,landing,6,12,2,0.16666666666666666,3.3151324826798843,1339,0,9,2,14,91.5,99.6,43,169,2,2,0.675,72.0
page_00003,guide,6,10,0,0.0,17.610456079090127,696,1,8,5,433,92.2,47.1,61,80,1,5,0.352,56.6
page_00004,blog,6,10,1,0.1,14.668539793216453,1562,0,12,3,2,82.6,62.2,79,131,1,8,0.78,44.3
page_00005,news,6,15,0,0.0,22.590493696717733,1232,1,10,4,753,69.4,55.7,32,85,0,6,0.728,62.4
page_00006,guide,6,12,0,0.0,28.28859528863998,254,0,7,3,538,71.6,49.7,63,122,1,6,0.365,61.2
page_00007,landing,6,19,0,0.0,11.079038921541873,221,0,13,3,335,82.0,71.5,65,192,0,6,0.607,68.6
page_00008,blog,6,6,0,0.0,18.351934911078732,1194,1,9,4,192,59.6,70.0,76,173,1,6,0.511,52.8
page_00009,product,6,8,3,0.375,9.94196232856337,1090,1,7,6,126,96.6,41.0,66,158,0,8,0.817,58.8
page_00010,product,6,5,0,0.0,14.839293192472532,1148,0,8,3,498,100.0,70.3,57,129,1,7,0.655,66.3
page_00011,news,6,6,0,0.0,29.98647398908045,1186,0,15,3,406,74.7,50.7,62,100,1,9,0.729,44.9
page_00012,guide,6,6,1,0.16666666666666666,19.257951567973254,1313,1,7,5,238,83.0,70.2,46,142,0,4,0.71,73.3
page_00013,landing,6,20,3,0.15,12.514999643531196,1674,1,11,2,739,94.6,90.3,51,174,0,5,0.414,60.2
page_00014,product,6,14,0,0.0,22.39191755835268,644,0,7,4,196,100.0,77.4,37,149,1,9,0.446,43.5
page_00015,blog,6,9,1,0.1111111111111111,20.834255170308086,614,0,5,4,476,99.8,72.8,77,80,0,7,0.329,43.4
page_00016,guide,6,10,0,0.0,20.226942282901884,653,0,6,4,435,53.7,61.5,62,139,1,8,0.876,58.5
page_00017,blog,6,6,2,0.3333333333333333,15.661263933162072,1344,1,6,2,38,73.6,71.1,43,68,2,4,0.921,51.7
page_00018,landing,6,22,3,0.13636363636363635,1.0,1822,0,8,1,143,85.0,79.0,60,163,1,3,0.733,71.3
page_00019,guide,6,10,1,0.1,27.004307767099416,984,0,11,3,819,71.1,77.4,72,111,0,1,0.493,55.7
page_00020,guide,6,18,3,0.16666666666666666,25.260279462390542,150,1,10,1,0,100.0,68.4,70,92,0,3,0.916,64.5
page_00021,product,6,5,1,0.2,13.347010376207841,348,0,5,6,761,100.0,73.5,43,164,1,11,0.203,47.3
page_00022,news,6,15,0,0.0,20.235808290674555,783,0,12,3,29,66.6,48.9,15,155,1,3,0.679,59.7
page_00023,landing,6,17,4,0.23529411764705882,8.797385305521322,921,0,5,1,22,75.7,58.3,62,143,1,5,0.887,79.7
page_00024,guide,6,12,0,0.0,15.10332308825425,996,0,11,4,44,67.5,81.3,44,212,1,3,0.489,57.8
page_00025,blog,6,15,1,0.06666666666666667,22.234616405925628,1219,0,6,6,572,75.3,83.5,65,157,1,8,0.755,51.7
page_00026,product,6,7,0,0.0,19.07605706801919,1044,0,9,5,378,74.8,71.5,69,112,1,8,0.987,47.0
page_00027,blog,6,8,0,0.0,12.257148716361366,1725,1,11,2,860,91.4,93.7,72,153,0,5,0.394,59.7
page_00028,blog,6,12,0,0.0,14.793619362608283,862,1,8,3,252,65.6,78.1,80,125,0,8,0.555,81.1
page_00029,guide,6,19,1,0.05263157894736842,19.83954958801681,769,0,10,6,580,41.4,66.3,73,179,0,0,0.817,39.5
page_00030,guide,6,22,1,0.045454545454545456,15.31016619440426,1439,1,9,3,239,55.5,50.5,80,145,1,8,0.727,59.3
page_00031,news,6,5,0,0.0,23.823467129727717,432,0,9,2,384,63.6,93.0,75,148,2,9,0.826,34.3
page_00032,product,6,5,1,0.2,4.673572125771762,1395,1,7,2,915,68.8,82.3,77,85,2,5,0.974,53.8
page_00033,product,6,17,0,0.0,11.460236575621916,1251,0,5,2,226,80.6,98.8,55,137,1,7,0.824,63.9
page_00034,product,6,6,1,0.16666666666666666,7.086066737137767,1126,1,15,3,846,62.9,100.0,38,133,0,6,0.95,36.3
page_00035,blog,6,5,0,0.0,10.852173379020762,1994,0,9,0,10,61.0,49.4,91,99,0,5,0.579,53.3
page_00036,blog,6,16,0,0.0,22.479658416864147,889,1,8,3,36,65.0,49.5,57,127,2,7,0.706,64.4
page_00037,product,6,12,0,0.0,6.091315414490563,2230,0,11,4,43,62.4,24.2,73,150,1,5,0.858,62.0
page_00038,blog,6,14,0,0.0,14.778762025412718,1087,1,10,3,55,70.2,84.7,48,135,2,3,0.568,65.1
page_00039,guide,6,11,0,0.0,29.411891457041563,561,0,11,4,761,69.6,80.5,69,86,1,8,0.836,45.4
page_00040,product,6,22,4,0.18181818181818182,7.869718565183989,1235,1,10,3,648,87.6,71.6,22,125,2,5,0.611,64.4
page_00041,landing,6,8,0,0.0,10.19958430835602,662,0,7,4,45,64.1,50.4,50,119,0,7,0.671,51.0
page_00042,guide,6,5,0,0.0,24.722149083019684,824,1,9,4,312,73.0,68.6,55,142,2,7,0.792,70.7
page_00043,blog,6,10,0,0.0,12.986492354361356,1399,1,11,8,42,70.4,73.0,62,138,1,7,0.967,25.3
page_00044,landing,6,9,2,0.2222222222222222,8.547279796304709,1478,1,3,0,667,89.3,82.5,71,121,1,3,0.563,55.7
page_00045,landing,6,19,2,0.10526315789473684,13.784975313143272,889,0,5,5,356,75.8,74.4,41,119,1,9,0.866,61.5
page_00046,product,6,9,1,0.1111111111111111,4.820550803076626,1694,0,8,2,336,92.7,80.6,65,137,1,4,0.556,80.2
page_00047,blog,6,19,2,0.10526315789473684,17.6373187647391,1779,0,9,1,202,61.9,68.0,73,169,1,3,0.529,61.3
page_00048,guide,6,13,0,0.0,16.35596577276798,1918,0,6,1,938,77.3,88.9,89,145,1,6,0.485,62.8
page_00049,blog,6,11,1,0.09090909090909091,11.447150255080164,1465,1,6,4,477,69.9,80.1,66,185,2,11,0.746,65.6
page_00050,blog,6,7,2,0.2857142857142857,15.718091139643553,1882,1,13,2,741,60.8,51.0,50,175,2,4,0.831,78.8
page_00051,blog,6,14,2,0.14285714285714285,19.3942211378281,260,1,6,6,637,77.1,92.2,38,187,1,3,0.958,54.3
page_00052,landing,6,27,1,0.037037037037037035,9.279957248685621,1041,0,5,2,588,100.0,89.6,82,183,1,5,0.294,39.0
page_00053,guide,6,16,1,0.0625,11.87087748226578,766,1,11,1,331,66.1,77.4,66,190,2,8,0.455,36.1
page_00054,guide,6,14,0,0.0,18.685881723838374,1260,1,6,3,333,76.2,74.5,56,95,0,6,0.572,70.0
page_00055,landing,6,12,1,0.08333333333333333,10.087799938498964,914,1,13,3,486,59.6,96.5,33,158,1,5,0.693,63.3
page_00056,product,6,12,0,0.0,18.69273946717083,1117,0,6,6,171,57.6,43.9,43,178,1,6,0.653,56.2
page_00057,guide,6,11,2,0.18181818181818182,17.62229547956287,2141,0,6,2,23,67.0,89.9,65,184,1,7,0.755,51.2
page_00058,blog,6,7,1,0.14285714285714285,21.03799374337349,1115,1,13,0,131,71.7,62.4,61,108,0,5,0.745,62.7
page_00059,blog,6,5,0,0.0,18.837223609030932,1407,0,4,2,297,72.3,87.5,29,158,1,11,0.736,63.1
page_00060,guide,6,14,0,0.0,21.98964833362863,1084,0,12,3,17,74.8,71.9,65,138,1,13,0.512,67.2
page_00061,product,6,8,1,0.125,10.083979054126017,1238,1,6,0,23,54.9,50.1,34,200,1,6,0.24,43.4
page_00062,guide,6,5,0,0.0,23.110703802808754,1203,1,3,6,90,69.2,62.1,75,86,0,12,0.551,33.5
page_00063,guide,6,11,1,0.09090909090909091,18.942865621496942,1424,1,8,3,243,85.0,86.3,59,108,0,6,0.793,46.3
page_00064,guide,6,8,0,0.0,25.554013365638163,1783,1,9,2,729,59.0,66.6,50,72,1,3,0.829,39.7
page_00065,guide,6,5,0,0.0,23.202171628762468,2024,0,6,1,772,73.0,60.1,70,140,2,4,0.653,39.0
page_00066,guide,6,18,0,0.0,28.51083045086895,1355,0,9,2,50,82.1,59.9,61,214,1,8,0.469,83.5
page_00067,blog,6,17,0,0.0,14.497575749921912,1495,0,6,2,299,67.0,80.3,75,133,2,7,0.798,26.0
page_00068,blog,6,12,1,0.08333333333333333,17.272233079077125,625,1,11,3,100,82.8,98.0,57,139,2,4,0.227,67.0
page_00069,product,6,23,2,0.08695652173913043,14.010331087473352,1156,0,8,8,62,56.7,35.7,58,154,1,4,0.856,73.6
page_00070,blog,6,24,0,0.0,13.672679008628588,1670,1,9,10,896,90.4,100.0,52,131,0,4,0.629,74.8
page_00071,product,6,7,0,0.0,8.98164412232901,1633,0,9,5,9,83.1,73.3,60,148,1,6,0.921,64.2
page_00072,landing,6,6,1,0.16666666666666666,13.736769833013058,1306,1,8,3,764,78.8,79.3,80,149,1,7,0.703,79.8
page_00073,blog,6,5,0,0.0,21.57134143758153,1643,0,10,6,663,93.7,63.0,49,105,1,5,0.306,86.8
page_00074,blog,6,11,1,0.09090909090909091,13.731963859994307,1445,0,10,2,454,73.4,69.9,65,132,1,4,0.671,55.5
page_00075,blog,6,17,1,0.058823529411764705,14.573752607634521,1800,0,10,2,726,69.4,73.1,44,161,2,9,0.467,66.7
page_00076,blog,6,12,1,0.08333333333333333,13.470960986811077,1345,0,4,4,273,97.2,53.2,27,168,2,6,0.977,79.1
page_00077,guide,6,8,1,0.125,23.66740121188311,1022,1,8,5,422,100.0,57.1,59,180,1,2,0.547,47.1
page_00078,guide,6,11,0,0.0,23.698343128991873,1368,0,3,2,390,68.3,89.0,61,147,1,9,0.285,56.3
page_00079,landing,6,27,3,0.1111111111111111,15.64829244435576,150,0,8,2,564,76.4,45.2,54,147,0,7,0.901,50.6
page_00080,guide,6,5,0,0.0,16.41633558451004,1391,1,12,2,44,92.6,77.1,35,161,1,6,0.896,66.9
page_00081,product,6,6,1,0.16666666666666666,9.36960118928709,150,1,15,3,720,76.9,64.1,60,114,1,9,0.671,31.5
page_00082,landing,6,8,0,0.0,11.07360710223429,338,0,10,2,806,86.3,54.6,60,113,2,6,0.624,81.5
page_00083,blog,6,6,0,0.0,9.148107429651045,1426,0,19,1,849,88.9,100.0,44,131,0,4,0.78,68.0
page_00084,blog,6,17,0,0.0,9.813973129091517,1439,0,7,4,853,70.1,54.7,37,90,0,8,0.764,68.8
page_00085,blog,6,9,0,0.0,19.911378308263753,619,1,6,2,625,83.9,51.9,52,149,1,6,0.573,24.6
page_00086,guide,6,13,0,0.0,21.912042541697385,844,0,10,1,767,77.9,67.0,65,172,1,7,0.719,44.4
page_00087,product,6,15,2,0.13333333333333333,7.829727723915879,1885,0,16,4,671,61.0,57.7,62,110,1,5,0.852,82.4
page_00088,blog,6,13,0,0.0,17.243034169741197,958,0,11,2,907,64.1,70.1,44,150,1,5,0.259,57.3
page_00089,product,6,24,8,0.3333333333333333,4.057785156071332,2321,1,13,1,1,68.9,72.5,58,113,1,4,0.396,34.1
page_00090,blog,6,10,1,0.1,16.89785649370888,1199,0,9,4,228,91.0,73.8,68,99,1,6,0.526,63.3
page_00091,guide,6,13,0,0.0,22.103399665473457,1404,1,4,2,427,91.5,68.0,40,207,0,4,0.705,70.2
page_00092,product,6,5,1,0.2,8.619686424307234,2008,0,10,3,23,88.5,58.8,57,100,1,4,0.969,68.0
page_00093,product,6,9,2,0.2222222222222222,9.029989207940902,1266,1,12,2,849,84.2,80.3,75,90,1,5,0.345,57.7
page_00094,blog,6,11,0,0.0,22.166519839702914,699,0,10,2,135,83.8,68.2,38,143,1,8,0.843,77.0
page_00095,guide,6,5,1,0.2,16.513810999379075,1145,0,8,2,18,81.9,62.1,72,144,1,5,0.292,49.5
page_00096,product,6,5,0,0.0,10.18503501429863,1182,0,5,2,36,83.7,93.7,79,158,1,3,0.532,68.1
page_00097,blog,6,15,1,0.06666666666666667,16.765377533594904,518,1,9,2,328,84.7,68.1,53,205,1,4,0.761,62.0
page_00098,blog,6,15,0,0.0,17.551077891507088,1072,1,10,5,65,58.3,87.5,51,108,0,6,0.877,58.0
page_00099,news,6,10,0,0.0,25.688666352674385,829,0,6,3,659,66.9,89.6,70,115,0,7,0.389,54.3
page_00100,news,6,7,0,0.0,24.527463157246086,1662,0,7,5,839,63.6,90.6,53,191,2,8,0.74,54.8
page_00101,guide,6,17,0,0.0,27.001560151549157,1217,1,5,3,860,93.5,81.1,23,168,1,2,0.187,60.5
page_00102,blog,6,15,0,0.0,16.72648616722869,1059,0,7,3,818,100.0,70.0,55,163,1,6,0.449,55.6
page_00103,news,6,29,0,0.0,19.974896219963874,1147,0,25,3,103,47.6,69.0,63,114,2,4,0.815,71.0
page_00104,guide,6,6,0,0.0,22.01371717585243,1312,0,10,1,171,99.9,66.1,66,174,1,6,0.969,52.0
page_00105,guide,6,17,1,0.058823529411764705,18.585580646048957,1508,1,6,5,42,79.2,35.3,44,163,1,9,0.905,83.5
page_00106,product,6,5,1,0.2,6.896390632556927,700,1,10,3,672,92.2,81.5,52,142,1,6,0.921,51.3
page_00107,blog,6,9,1,0.1111111111111111,11.533222369089275,679,1,6,2,248,85.1,73.9,70,115,1,3,0.697,73.8
page_00108,blog,6,7,0,0.0,14.979072511768834,1752,1,14,3,398,98.2,83.2,55,139,1,10,0.533,74.4
page_00109,news,6,32,1,0.03125,25.903092890663082,994,0,8,2,823,80.9,68.1,35,193,1,7,0.939,62.5
page_00110,product,6,13,0,0.0,15.022691520484555,492,0,7,4,0,58.9,80.6,73,97,1,8,0.701,61.2
page_00111,blog,6,11,1,0.09090909090909091,18.60908462726231,1422,0,4,6,849,76.5,48.0,53,107,2,10,0.573,49.1
page_00112,blog,6,18,1,0.05555555555555555,12.149172435667829,1432,0,10,2,37,85.2,51.3,71,113,1,8,0.278,52.2
page_00113,guide,6,12,1,0.08333333333333333,25.6780784047897,435,0,10,3,747,75.0,30.4,36,121,1,10,0.623,63.3
page_00114,blog,6,8,1,0.125,9.90148663763229,1315,0,9,3,14,87.2,67.9,54,134,2,6,0.664,59.3
page_00115,landing,6,25,4,0.16,9.090856188270703,1568,0,13,3,38,77.1,57.6,63,169,0,7,0.622,77.7
page_00116,guide,6,8,0,0.0,17.347142517666548,1387,1,9,4,10,69.7,55.5,55,151,2,4,0.865,53.2
page_00117,guide,6,9,0,0.0,22.825621871436486,1516,0,10,2,914,62.8,75.4,39,137,0,5,0.325,54.1
page_00118,product,6,7,0,0.0,15.941848081991832,498,0,3,0,64,72.5,63.2,23,145,1,6,0.084,35.0
page_00119,guide,6,15,2,0.13333333333333333,22.8701817802202,1366,1,8,3,881,80.9,47.1,77,157,0,6,0.953,69.7
page_00120,guide,6,21,0,0.0,20.81759374784849,1049,1,12,4,523,50.6,100.0,59,76,1,3,0.875,68.3
page_00121,guide,6,5,1,0.2,23.677630311700813,959,1,14,3,511,67.1,69.4,72,173,2,4,0.78,74.7
page_00122,blog,6,13,1,0.07692307692307693,18.02037717033108,1635,1,10,5,658,50.0,52.7,69,106,1,4,0.469,75.5
page_00123,product,6,5,1,0.2,5.15057799736561,1940,1,9,3,466,69.4,59.3,64,119,1,7,0.636,71.8
page_00124,blog,6,17,1,0.058823529411764705,16.517678097943907,2097,0,6,7,904,94.8,67.2,52,147,1,3,0.902,72.5
page_00125,product,6,9,1,0.1111111111111111,11.561205242804135,1857,0,7,3,144,61.4,67.2,63,132,1,9,0.898,69.2
page_00126,product,6,13,1,0.07692307692307693,11.143106213224682,1145,1,11,1,4,87.8,90.8,76,152,2,5,0.611,71.5
page_00127,blog,6,8,1,0.125,17.261961713254877,1376,0,7,3,244,100.0,68.7,57,140,1,8,0.682,32.4
page_00128,blog,6,14,0,0.0,19.196390630789534,1583,0,6,4,83,98.3,99.7,83,125,1,10,0.665,43.5
page_00129,guide,6,8,0,0.0,19.0694586150088,1261,0,7,4,636,79.9,63.1,35,189,2,4,0.405,41.1
page_00130,blog,6,25,0,0.0,18.478604931525204,1265,0,8,3,43,90.0,76.8,34,160,0,4,0.874,79.1
page_00131,news,6,12,0,0.0,24.124581948345867,1612,0,4,1,164,58.8,86.4,70,146,2,8,0.647,48.3
page_00132,guide,6,5,0,0.0,24.379520714269233,1170,0,8,5,703,56.0,89.1,45,159,2,4,0.738,50.7
page_00133,product,6,5,1,0.2,18.66584458596271,835,1,6,5,897,78.4,91.0,85,110,1,5,0.824,60.1
page_00134,guide,6,7,0,0.0,26.89702787262441,993,1,7,5,675,83.6,65.6,75,211,1,5,0.46,41.3
page_00135,blog,6,14,1,0.07142857142857142,19.349982981591555,1517,0,14,1,254,93.3,69.9,78,97,1,4,0.79,65.7
page_00136,news,6,5,1,0.2,30.777243487629807,1201,1,9,1,126,70.0,30.3,68,139,1,8,0.977,28.0
page_00137,product,6,9,3,0.3333333333333333,9.229258044971592,1370,0,16,2,7,80.7,66.9,43,125,0,6,0.357,42.3
page_00138,landing,6,20,7,0.35,1.0,1535,1,9,1,14,80.2,87.5,33,124,1,8,0.694,63.0
page_00139,blog,6,5,0,0.0,8.822913490147497,1013,1,10,1,261,76.2,84.3,77,119,1,5,0.853,41.4
page_00140,product,6,7,0,0.0,14.506930936089885,1578,0,7,1,383,77.0,68.6,35,108,1,7,0.543,79.5
page_00141,product,6,17,2,0.11764705882352941,12.53311620353136,1389,1,11,7,93,66.0,97.2,78,177,1,7,0.183,60.7
page_00142,news,6,8,0,0.0,15.968189385319322,583,1,17,2,8,81.9,63.9,65,93,2,10,0.697,77.0
page_00143,guide,6,8,1,0.125,14.758415436447587,1921,1,11,2,199,80.7,58.5,55,169,1,9,0.957,65.4
page_00144,product,6,16,0,0.0,15.91667703425228,950,1,9,3,434,71.8,62.5,62,158,1,6,0.662,59.8
page_00145,blog,6,16,2,0.125,19.62668659260106,372,1,7,5,578,87.3,52.0,63,122,1,5,0.703,45.1
page_00146,product,6,10,0,0.0,12.86361523790609,677,0,4,2,913,92.4,80.0,53,154,1,10,0.406,73.9
page_00147,product,6,12,2,0.16666666666666666,8.689040852770397,689,1,7,1,309,87.5,74.6,76,129,1,5,0.768,66.6
page_00148,product,6,14,0,0.0,9.744132663414081,1226,1,16,5,338,63.4,79.8,75,96,0,12,0.448,91.3
page_00149,blog,6,5,1,0.2,20.636841101000098,1063,1,6,3,770,79.4,63.4,58,97,1,8,0.435,72.4
page_00150,landing,6,12,2,0.16666666666666666,12.896323148054012,1032,0,8,4,906,65.2,69.1,48,158,1,9,0.395,54.0
page_00151,landing,6,11,0,0.0,22.056601907078907,1510,1,7,6,413,79.4,35.1,74,156,1,7,0.911,64.3
page_00152,blog,6,13,0,0.0,15.028001919130151,1370,0,7,1,360,65.3,76.0,28,143,1,1,0.343,66.3
page_00153,guide,6,5,0,0.0,17.952955207366973,1358,1,5,2,691,95.9,71.6,62,121,2,9,0.151,77.4
page_00154,blog,6,9,2,0.2222222222222222,10.906914679478026,1405,0,9,1,725,89.0,52.4,66,128,1,5,0.577,79.8
page_00155,guide,6,6,1,0.16666666666666666,23.014652512266775,1508,1,11,1,38,94.1,68.3,44,124,1,7,0.754,57.6
page_00156,blog,6,15,1,0.06666666666666667,17.733688601987566,150,1,7,3,625,92.7,65.9,70,74,0,4,0.897,41.8
page_00157,guide,6,19,0,0.0,25.825868288574213,1018,0,5,3,172,74.2,98.2,56,137,1,9,0.399,32.2
page_00158,guide,6,8,0,0.0,32.36887662073759,150,0,17,2,285,72.0,53.0,48,153,1,5,0.836,42.9
page_00159,guide,6,22,0,0.0,22.924595961680232,1218,0,6,2,100,100.0,75.3,69,137,1,11,0.655,51.1
page_00160,blog,6,12,0,0.0,14.794930404859242,1198,1,8,1,400,75.7,52.5,41,197,2,6,0.888,82.6
page_00161,news,6,6,1,0.16666666666666666,19.19665232800177,1723,1,12,6,806,59.0,61.1,68,100,1,4,0.823,82.8
page_00162,blog,6,7,2,0.2857142857142857,10.973826758509551,1794,0,9,4,251,92.1,74.4,28,112,2,4,0.29,74.4
page_00163,blog,6,16,0,0.0,19.857519186816113,1301,0,11,6,42,80.0,66.6,60,140,1,3,0.968,78.5
page_00164,guide,6,9,0,0.0,24.807067322475223,950,0,8,4,428,99.1,69.9,57,144,1,11,0.473,49.4
page_00165,product,6,7,0,0.0,19.367807413952082,1443,0,4,1,207,81.4,75.3,48,68,0,0,0.902,37.3
page_00166,landing,6,5,1,0.2,9.303417199630475,936,1,10,3,250,77.7,62.1,61,156,2,5,0.642,44.9
page_00167,landing,6,11,0,0.0,12.265031740844476,1199,1,13,4,661,99.4,84.1,55,144,1,7,0.778,29.5
page_00168,blog,6,9,2,0.2222222222222222,16.75493135549068,1693,0,7,3,760,56.5,65.1,71,61,0,8,0.549,43.3
page_00169,news,6,17,0,0.0,25.01378622407412,921,1,7,5,346,69.8,68.4,64,131,1,8,0.927,52.4
page_00170,blog,6,16,2,0.125,19.349032857163714,1603,0,11,3,11,65.6,75.8,62,107,1,3,0.741,62.5
page_00171,product,6,12,3,0.25,4.231609677473612,1539,1,8,2,7,47.3,73.6,60,119,0,9,0.462,62.0
page_00172,blog,6,10,2,0.2,20.43332551832096,723,0,8,2,566,90.2,80.3,49,88,2,2,0.724,49.7
page_00173,news,6,15,0,0.0,20.400703682028308,1687,1,6,4,255,70.2,75.1,52,150,1,7,0.791,68.5
page_00174,blog,6,15,0,0.0,11.381776780284275,1549,1,8,1,28,90.7,77.5,59,197,1,9,0.8,49.9
page_00175,blog,6,13,4,0.3076923076923077,9.681739867601465,1251,0,9,1,18,83.4,64.8,54,144,1,3,0.35,60.2
page_00176,product,6,18,0,0.0,17.325586673552593,819,1,6,4,102,86.5,52.9,72,59,0,10,0.471,43.4
page_00177,news,6,5,0,0.0,23.409331989640364,770,1,10,3,401,71.6,47.2,57,145,1,7,0.604,76.3
page_00178,landing,6,9,0,0.0,16.271109007088135,931,0,8,2,720,67.3,43.3,61,128,1,14,0.614,60.3
page_00179,guide,6,8,0,0.0,18.74180744303863,1471,0,8,4,15,79.3,98.2,36,96,1,8,0.291,70.2
page_00180,landing,6,9,1,0.1111111111111111,16.767214637220597,722,1,13,5,490,90.9,34.6,69,147,2,3,0.844,41.8
page_00181,landing,6,60,5,0.08333333333333333,12.242981232320053,1419,0,11,5,0,77.3,89.1,48,166,1,3,0.676,62.6
page_00182,product,6,6,0,0.0,19.50116841030853,579,0,6,2,43,68.2,56.9,41,112,1,9,0.49,68.6
page_00183,blog,6,16,0,0.0,21.927503908533627,1098,0,8,2,133,61.2,89.0,79,77,1,8,0.684,29.3
page_00184,guide,6,21,2,0.09523809523809523,16.076552737762043,1255,1,11,0,336,80.9,34.8,66,65,0,5,0.702,77.5
page_00185,guide,6,12,0,0.0,16.509735898020214,2423,0,10,1,23,70.2,66.2,70,112,2,5,0.333,41.3
